time_spent_sec,page_stage,device_type,delivery_zone,cart_value,cart_items_count,delivery_eta_days,coupon_status,is_returning_user,idle_seconds,abandoned
41,0,1,0,4345,4,2,2,1,0,0
65,0,2,2,696,2,2,1,1,14,0
17,3,2,1,4590,5,4,2,1,7,1
78,2,0,2,3023,5,4,2,0,9,1
108,0,0,0,1431,3,1,2,1,12,0
112,2,0,1,4136,4,5,2,1,11,0
58,0,2,0,1427,3,2,0,0,12,0
66,0,0,2,3302,4,4,1,0,17,0
34,1,0,0,4331,4,2,2,1,14,1
78,1,4,2,905,2,3,2,0,9,1
34,2,0,2,1451,5,3,1,1,5,1
39,3,1,2,2632,3,2,1,0,11,1
101,0,0,1,2773,3,3,2,1,6,0
37,3,0,0,3594,5,2,1,1,3,1
57,1,0,0,1186,2,3,1,0,25,1
58,1,0,2,2102,2,2,1,0,17,1
64,3,4,0,825,4,3,2,0,15,1
31,3,0,0,794,1,2,1,0,0,0
120,0,4,2,444,4,4,2,1,13,0
46,0,0,2,3220,3,4,1,1,13,0
83,1,1,2,898,1,3,0,1,13,0
26,3,4,0,1069,5,3,1,0,6,1
37,0,4,2,1493,2,4,2,1,15,0
85,0,1,1,1376,2,4,0,0,1,0
50,0,0,0,514,3,3,1,1,8,1
21,2,1,1,595,2,3,0,0,3,0
42,3,0,2,4423,5,3,0,1,5,0
10,1,0,0,2471,3,3,0,1,13,0
106,3,1,0,2358,5,1,2,0,5,0
98,0,1,2,3503,3,2,0,0,18,0
68,1,4,2,484,1,3,0,0,17,1
66,2,1,0,594,2,3,0,0,15,0
94,1,2,1,974,1,4,2,0,15,1
38,2,3,2,404,2,2,1,1,10,0
73,3,0,0,4116,4,2,1,1,5,1
63,3,0,2,2195,5,2,0,1,18,0
67,3,1,2,755,1,2,2,0,1,0
78,1,1,1,861,1,3,2,0,6,1
58,0,1,0,1957,2,3,0,1,18,0
36,1,0,0,1573,2,3,0,0,24,1
50,0,1,0,3747,4,2,0,0,17,0
21,2,0,1,943,1,3,0,1,0,0
109,1,0,0,2784,3,3,2,0,16,0
30,2,4,0,4234,4,1,2,0,2,0
11,0,2,2,494,1,4,1,1,16,0
58,1,0,2,1456,2,3,2,0,8,1
89,0,1,1,618,3,4,0,1,13,0
40,0,2,2,2884,3,3,1,0,3,1
18,3,4,0,2762,3,1,2,1,4,0
75,0,3,0,3437,5,2,2,0,5,0
96,0,2,1,1582,5,3,0,0,2,0
69,1,4,2,660,1,3,2,0,9,1
10,3,0,2,4673,4,4,0,0,1,1
101,0,4,2,597,1,4,2,0,16,0
81,2,0,0,943,1,2,0,0,2,0
36,0,0,0,1453,2,2,2,1,17,0
52,1,0,1,1807,2,4,2,1,19,1
18,1,1,2,1003,1,3,1,1,15,0
66,3,4,1,831,4,5,1,1,16,0
43,3,1,0,2165,3,1,0,1,17,1
65,0,0,0,1743,3,3,1,1,3,0
89,1,1,1,844,1,5,2,1,8,1
71,3,4,2,4701,4,3,0,0,13,0
101,1,0,2,1264,2,2,2,1,17,0
32,2,4,0,1689,3,2,2,0,3,0
17,1,4,0,4940,5,1,2,1,19,0
118,0,2,2,1440,2,4,2,0,13,0
74,1,0,0,2638,3,3,2,0,11,0
67,2,1,0,2580,4,2,0,0,5,1
62,3,1,0,1190,1,3,2,0,13,0
74,1,1,0,984,2,1,2,1,6,1
120,1,3,1,898,1,4,1,0,10,0
60,3,0,0,2276,2,3,1,0,5,0
81,3,4,0,426,1,3,0,0,9,0
55,0,0,0,1243,2,3,1,0,3,0
79,0,1,0,2225,5,1,1,0,1,1
88,3,4,2,707,3,3,2,0,2,1
106,0,1,0,314,1,2,2,0,8,1
55,2,0,0,2257,2,2,2,0,17,0
42,2,0,2,1985,4,3,1,1,14,0
108,3,0,1,1471,2,4,1,0,1,0
76,0,1,0,1259,3,3,2,1,13,0
107,0,0,2,1280,4,4,0,0,3,1
20,0,1,2,1689,4,4,1,0,5,1
35,0,0,2,1125,1,4,0,1,18,0
16,1,0,0,2142,5,2,0,0,6,0
79,2,0,1,485,1,5,1,1,8,0
27,0,0,0,2400,3,3,1,0,18,1
80,2,0,0,570,3,1,0,0,15,0
120,3,0,2,2922,5,4,2,0,9,0
119,0,0,0,2032,3,2,2,1,2,1
74,2,1,2,3216,4,3,0,1,11,0
45,1,4,0,1197,2,2,2,0,13,0
91,0,0,0,350,3,1,0,0,17,1
96,0,0,0,1863,2,1,2,1,5,0
64,2,0,0,326,3,2,2,0,15,1
120,3,0,0,405,1,1,1,0,17,0
111,0,1,2,5129,5,3,0,0,4,1
62,3,1,1,800,1,3,1,0,2,0
34,1,2,1,1270,2,5,1,0,21,1
92,2,0,0,364,1,2,2,1,14,0
51,3,0,2,3071,5,3,2,1,14,1
45,0,0,1,2825,4,3,1,1,15,0
100,3,1,1,4879,5,3,2,1,1,1
85,3,2,0,358,4,1,1,0,14,1
117,3,1,0,4407,5,3,2,0,10,0
28,1,1,0,3560,4,3,1,1,7,0
20,1,4,2,391,1,2,1,1,6,0
104,1,0,2,956,4,3,0,1,11,1
48,2,1,0,821,1,3,0,0,14,1
81,2,0,0,2135,2,1,2,1,0,0
62,3,4,0,1849,3,3,1,0,18,1
10,2,1,0,5281,5,3,2,0,7,0
22,3,0,2,2362,5,2,2,0,11,0
75,2,2,1,3103,5,5,0,0,8,1
64,0,0,0,1344,3,3,2,1,4,0
116,0,0,0,1513,3,2,0,1,5,0
95,0,1,1,331,3,5,0,1,4,0
18,0,1,0,617,1,2,2,0,3,0
89,2,1,1,924,1,3,0,1,5,0
90,3,0,0,1426,4,1,2,1,6,0
17,3,1,2,1220,5,3,1,1,3,0
34,3,0,1,5119,5,4,1,1,6,0
77,1,2,2,4398,4,3,2,1,13,1
10,0,0,0,706,5,2,2,0,17,0
84,3,1,0,915,1,3,2,0,15,0
75,0,1,2,1512,2,3,0,1,12,0
112,2,2,0,4540,4,1,2,0,16,0
85,2,0,1,979,1,5,2,1,11,0
108,3,4,2,4231,5,3,1,1,18,0
80,0,0,2,3892,4,3,1,0,0,1
84,3,0,0,622,1,3,1,0,6,0
83,0,0,0,1179,1,2,0,0,11,0
120,3,0,0,2008,2,2,0,1,0,0
66,3,0,0,427,2,2,1,1,6,0
74,3,1,2,1409,4,2,2,0,15,0
44,2,1,1,582,3,3,0,0,12,0
113,3,4,0,2141,3,2,1,0,14,0
40,3,1,0,558,1,2,1,0,14,0
116,2,4,0,2881,4,2,1,0,7,0
117,3,0,0,3536,4,1,0,0,14,1
73,3,1,0,463,5,3,2,0,17,1
36,1,2,2,627,1,3,2,1,22,1
29,3,1,2,3349,5,2,2,1,12,1
43,0,0,0,3488,3,2,2,1,18,1
68,1,2,0,2322,2,3,1,1,25,1
78,2,4,0,2632,3,1,2,1,9,1
83,3,1,0,335,1,2,0,0,14,0
110,2,1,1,5501,5,5,1,1,7,1
54,1,3,1,1409,5,5,1,0,23,1
56,0,4,1,1713,3,5,1,1,5,1
90,3,4,2,1986,2,3,2,0,4,0
57,0,0,1,687,3,3,0,0,13,0
107,0,4,2,5599,5,4,0,1,15,0
44,0,1,0,1175,3,1,2,0,1,1
14,3,4,2,668,2,3,2,0,18,1
20,3,4,2,2038,2,2,2,0,18,1
11,2,0,2,3563,4,2,2,0,1,1
71,3,1,0,2364,3,1,1,1,18,0
72,3,0,0,1542,2,3,1,1,13,0
92,1,1,0,4533,4,3,0,0,19,0
59,1,1,2,1528,2,2,2,1,23,0
42,1,0,2,317,2,2,2,0,6,0
113,3,1,0,1402,4,3,2,1,13,0
19,1,1,2,2357,3,3,1,1,20,1
105,2,4,0,4626,4,1,2,0,16,0
62,3,0,1,1353,2,3,0,0,0,0
35,1,0,2,5291,5,3,0,1,21,1
52,0,4,0,4206,5,3,2,0,12,1
80,3,4,0,638,3,1,2,1,13,0
41,3,1,0,3301,5,2,2,0,2,0
80,3,0,0,1875,2,2,1,0,16,0
63,2,1,1,3204,4,5,2,0,16,1
119,3,3,0,1545,3,2,2,1,6,0
116,3,1,1,5924,5,4,2,1,18,1
26,0,0,1,2137,2,4,1,1,18,1
31,2,0,1,937,1,3,2,0,11,0
63,0,0,2,3072,3,3,1,0,0,0
88,2,0,2,4613,5,2,0,1,3,0
63,2,1,2,5724,5,2,2,1,4,0
87,2,0,2,3589,4,3,2,1,5,1
64,0,4,1,348,2,5,0,0,6,0
41,3,0,0,3228,3,2,2,0,12,0
90,2,1,2,761,2,3,1,1,6,0
111,3,4,0,1952,2,3,2,1,3,0
20,3,0,0,2533,5,1,2,1,7,0
22,1,0,0,2951,4,2,0,0,22,0
28,0,0,2,2002,3,2,0,1,14,0
29,3,1,2,3759,4,4,2,0,3,0
55,2,0,0,3098,3,2,2,0,14,0
88,3,4,1,945,1,4,2,1,1,1
12,1,1,0,1410,3,2,1,0,10,1
12,2,1,0,3569,3,3,1,0,16,0
23,1,0,2,5704,5,3,0,1,6,0
98,1,1,0,478,4,3,2,1,5,0
79,3,1,0,2941,4,1,2,1,14,1
73,3,0,2,1032,1,4,2,0,12,1
101,1,4,0,786,1,3,1,0,9,0
108,0,4,0,703,2,3,1,1,4,0
116,0,4,2,991,1,2,2,1,4,0
118,2,1,0,5653,5,1,2,0,5,1
10,2,1,2,737,1,3,0,0,15,0
93,3,2,0,784,5,2,1,1,1,0
88,0,4,2,4121,5,3,2,1,8,0
94,3,1,0,458,1,3,1,1,8,0
99,3,3,0,666,1,2,0,1,9,0
52,0,1,1,2701,3,5,2,1,3,0
46,3,0,0,1377,3,1,2,1,2,0
13,3,1,0,1157,1,1,0,1,5,0
118,3,0,0,3392,4,1,2,0,9,0
110,2,1,0,825,1,1,1,1,12,0
93,1,1,0,1117,2,2,1,1,16,0
119,1,0,2,1118,1,2,2,0,17,1
101,1,1,0,3797,5,2,1,0,22,1
23,0,1,2,5289,5,2,0,0,14,0
36,1,0,2,303,1,2,0,0,16,0
60,0,1,2,1223,3,4,1,1,12,0
26,3,0,2,1018,1,3,1,0,4,0
50,1,1,2,1375,4,3,2,1,17,0
74,2,0,1,741,1,3,2,0,2,0
70,1,4,1,710,1,4,0,0,16,1
64,3,0,1,2598,4,4,0,1,5,0
80,2,4,2,2702,3,3,1,0,16,1
52,1,0,1,696,3,4,1,0,24,0
61,0,0,2,2736,5,2,0,1,15,0
73,1,4,0,1139,2,1,2,0,23,0
48,0,1,2,876,2,2,2,0,18,0
99,1,0,0,801,1,1,0,0,12,0
93,1,4,0,918,1,3,2,0,8,1
115,2,1,0,1007,1,1,1,1,8,0
56,3,3,2,836,2,2,2,0,4,0
69,2,0,2,5914,5,2,2,1,15,1
108,3,4,2,1104,2,3,2,1,2,0
57,3,0,1,922,2,4,2,0,10,0
114,3,0,0,1582,3,2,1,0,12,0
48,2,1,0,601,4,3,2,1,4,0
43,1,0,0,406,4,3,2,1,13,0
116,3,3,0,3563,3,1,1,0,15,1
44,2,2,2,554,2,4,1,0,11,1
25,3,0,2,3283,5,3,1,1,12,1
42,3,1,0,2067,3,3,1,0,3,0
81,2,4,2,1762,3,2,2,1,14,0
21,2,0,0,1077,2,2,2,0,1,0
62,1,4,0,1050,2,1,0,0,15,0
16,2,1,0,2249,2,2,2,1,10,0
96,2,4,1,4537,5,4,0,0,6,0
101,3,1,0,3499,5,2,1,1,14,0
97,1,2,0,413,2,3,0,1,5,0
17,0,4,2,1113,2,4,2,1,6,1
100,3,0,0,706,2,2,0,1,18,0
75,2,4,2,1191,3,3,0,0,4,0
33,3,0,0,1139,2,3,2,1,16,0
101,3,0,2,721,2,3,2,0,14,0
82,3,4,0,737,2,1,0,0,11,0
89,1,4,0,1045,2,2,0,1,12,1
109,2,0,0,1993,5,1,1,1,18,0
63,0,4,0,4643,5,3,1,0,15,0
80,1,0,2,3097,4,4,2,1,8,1
96,3,0,2,314,4,4,2,1,16,0
79,0,1,2,5253,5,3,2,0,0,0
38,2,0,2,714,1,2,2,0,13,0
13,1,0,2,581,1,2,0,0,7,1
31,1,1,0,2148,2,3,2,1,10,0
113,0,0,2,1754,5,2,2,0,12,0
115,0,4,1,4054,4,5,2,1,11,1
62,2,1,2,564,1,3,0,0,16,0
103,0,0,2,3108,3,4,1,0,4,0
50,1,2,2,700,1,4,0,1,13,1
67,0,2,0,2155,4,3,2,1,4,0
116,3,4,2,315,2,2,1,0,15,0
38,2,1,0,1291,3,2,2,0,7,1
93,1,4,0,441,4,2,2,1,25,1
112,3,0,0,541,2,2,2,1,9,0
108,2,0,0,708,3,1,0,0,0,0
45,3,4,2,1676,3,4,2,0,12,1
47,0,4,0,2777,4,1,2,1,6,0
69,0,0,0,746,3,2,2,1,4,0
114,1,0,0,2400,3,1,1,1,5,0
29,1,0,1,667,5,3,2,1,24,1
13,1,4,2,770,1,4,1,0,12,1
67,3,1,2,4737,5,4,0,1,8,1
113,3,0,1,3348,5,3,2,1,0,1
60,0,0,0,387,3,3,0,1,1,0
10,3,1,2,771,1,2,2,1,15,1
95,0,0,1,3071,4,4,0,1,15,0
120,2,0,1,828,2,3,2,0,13,0
82,0,1,0,1374,5,3,2,0,4,0
100,2,0,1,496,4,4,0,1,4,0
40,0,4,1,849,1,5,2,1,9,1
87,2,4,2,1872,5,3,2,1,11,0
97,0,4,0,2470,5,1,2,0,8,0
117,2,4,0,1934,4,1,1,0,18,0
109,1,0,1,3226,5,3,2,0,25,1
60,1,0,2,1694,2,4,1,0,18,1
51,0,1,1,2502,4,4,1,0,13,0
62,0,4,1,2282,2,5,0,1,7,0
114,3,1,0,3338,4,1,1,0,18,1
16,1,3,2,986,1,3,2,1,5,0
38,1,1,1,3400,4,3,0,0,5,1
116,3,1,2,2029,2,3,1,1,15,0
107,3,0,2,679,5,3,2,0,5,0
104,0,0,2,628,2,2,0,1,8,0
13,3,2,2,3196,4,2,2,0,15,1
38,0,0,0,622,3,2,1,1,17,0
44,2,0,0,2183,3,2,1,0,18,0
40,1,0,2,3539,4,3,0,1,16,1
84,0,0,2,1818,2,2,0,1,6,0
42,0,0,2,1805,2,3,0,0,13,0
120,3,2,0,3657,4,1,2,1,18,0
23,0,0,0,465,3,2,0,0,11,0
10,3,1,0,1680,4,1,2,1,1,0
111,0,3,0,1372,2,3,2,0,13,0
61,1,4,1,2335,2,4,1,0,24,1
89,3,0,0,988,5,1,2,0,8,0
43,2,0,0,4198,4,3,1,1,12,1
57,3,4,2,772,1,3,0,1,10,0
39,3,2,2,3029,5,4,2,1,15,1
36,3,1,0,325,3,3,0,1,7,0
21,0,4,2,2837,4,2,1,1,6,0
21,0,0,0,1690,2,1,2,0,0,0
113,3,0,0,4671,4,3,1,1,4,0
39,3,1,2,1921,2,2,0,0,13,0
86,0,0,2,1083,2,2,1,0,17,0
18,0,4,2,752,1,4,2,1,5,1
40,0,4,2,831,2,3,2,0,4,0
91,1,1,2,1156,4,4,0,1,7,0
68,0,1,0,475,1,1,1,1,17,1
25,3,4,0,1073,3,2,0,0,16,0
39,0,0,2,2558,4,3,0,0,11,1
46,3,0,1,625,1,5,0,0,9,1
41,2,1,0,3104,3,2,1,0,12,1
97,0,4,1,1238,2,3,2,0,13,1
111,2,0,2,1717,3,2,0,1,2,0
111,1,0,1,1836,2,4,0,0,24,1
108,1,1,1,2160,2,3,1,0,16,1
90,3,2,0,2303,3,2,0,1,8,0
84,0,0,1,2808,5,5,2,1,11,0
90,3,1,2,3477,4,3,0,0,5,0
79,2,4,2,1010,1,2,2,0,3,0
114,3,0,1,1799,2,3,2,0,18,0
18,3,0,0,1776,5,3,1,1,2,0
65,2,3,0,465,2,2,0,1,1,0
47,3,0,2,2019,4,4,2,0,7,1
42,3,0,2,5218,5,3,0,0,1,0
69,0,1,2,3766,5,4,0,1,4,1
83,3,0,0,2697,3,2,0,0,10,0
62,3,3,0,4775,4,3,2,0,12,0
14,3,3,0,1514,3,2,2,0,2,0
69,0,4,2,493,1,3,0,0,0,0
73,2,0,1,3301,5,5,2,0,16,1
44,3,1,1,5104,5,4,0,1,7,0
71,1,0,1,4245,4,5,1,1,23,1
52,3,1,0,1644,3,3,0,1,12,0
98,3,0,2,4317,4,3,0,1,11,1
30,2,0,2,3950,5,2,2,1,7,1
51,1,0,0,622,1,3,1,0,9,0
96,1,4,0,1225,3,2,2,0,22,0
39,0,0,2,1870,2,4,1,1,14,0
47,0,0,0,2133,2,1,2,1,5,0
85,0,0,1,1435,3,4,0,1,3,1
36,3,4,0,3527,3,1,1,0,3,0
83,3,2,0,1035,2,3,2,0,17,0
40,1,1,1,434,3,5,0,1,16,1
51,2,1,2,1865,4,3,0,0,9,0
66,1,1,2,525,1,4,0,1,6,0
33,0,0,1,2913,3,4,2,0,15,1
36,1,0,1,1310,5,3,1,1,10,1
51,3,0,2,3552,4,3,1,0,2,0
86,0,4,2,2451,3,3,2,1,9,0
107,3,0,2,2077,3,2,2,0,1,0
61,2,4,0,831,3,1,0,0,15,0
39,3,1,0,1570,4,2,2,1,14,0
30,3,1,0,464,2,2,2,1,9,0
55,0,2,0,881,3,1,2,1,2,0
89,0,0,0,703,4,2,1,1,9,0
92,0,4,2,4220,4,4,2,1,3,1
61,2,2,0,647,1,1,2,1,5,0
87,3,0,0,676,3,3,1,0,5,0
21,2,4,0,442,2,1,0,1,7,0
69,2,4,0,742,3,2,2,1,2,0
65,0,4,0,5261,5,1,0,1,2,0
47,1,0,0,405,3,2,1,0,7,0
32,1,1,2,3309,3,3,1,1,18,1
64,3,2,2,3471,5,2,2,1,2,0
67,0,1,2,1142,1,2,0,0,15,1
43,2,0,2,1255,5,4,1,0,6,0
116,0,4,0,5676,5,1,2,1,8,0
47,3,2,2,765,2,2,1,1,0,0
80,3,1,0,1108,1,3,1,1,4,0
81,0,0,2,1132,5,3,0,1,15,0
48,0,0,1,1351,3,5,0,0,0,0
80,1,1,0,2280,3,2,1,0,10,0
85,2,0,0,1936,3,1,2,0,1,0
20,2,1,2,753,1,3,0,1,13,0
36,3,0,0,2841,4,3,2,1,15,1
115,0,1,0,698,1,3,2,1,16,0
70,3,0,2,859,2,4,1,1,6,0
74,0,4,1,3007,5,4,2,0,8,1
73,0,2,1,2246,2,5,1,1,0,0
30,0,1,1,860,1,5,0,0,2,0
48,3,0,2,2968,3,2,0,0,2,0
15,3,0,0,1615,2,2,2,1,13,0
44,3,1,2,1793,2,2,0,0,17,0
114,1,0,2,773,3,2,0,1,10,0
63,3,0,0,4240,5,1,2,0,5,1
109,3,4,0,5901,5,1,2,1,7,0
50,3,4,0,1306,2,2,2,0,15,0
18,1,0,2,5243,5,2,1,0,10,1
114,3,0,2,3914,5,4,1,1,10,1
56,2,0,0,1102,4,1,2,1,9,0
64,0,0,1,938,3,3,0,1,2,0
10,3,1,2,1694,2,3,1,1,7,0
54,2,2,0,4559,4,3,0,1,4,1
96,2,1,2,3657,4,4,0,0,0,0
62,3,1,2,2828,3,3,0,1,8,0
52,2,1,2,529,1,2,2,1,8,0
19,3,1,0,716,2,3,1,0,8,0
41,3,1,2,692,5,2,0,0,0,0
49,2,1,2,814,4,4,2,0,1,0
70,2,4,1,596,4,3,2,0,6,0
29,3,0,2,2755,4,4,0,1,2,0
39,3,2,0,1361,3,3,0,1,17,0
101,1,1,0,939,1,3,0,0,20,0
36,3,0,0,335,2,1,1,1,0,0
11,3,1,2,804,1,4,1,1,17,1
17,1,3,0,572,1,1,2,0,25,0
112,3,0,0,2114,3,1,1,1,5,0
21,3,0,2,1017,1,3,0,0,12,0
50,0,1,1,2843,5,4,0,0,16,1
31,1,4,0,1197,3,1,1,0,22,0
64,3,0,1,2161,5,4,2,1,10,1
107,3,0,1,3414,3,3,2,1,7,1
113,3,1,1,1519,3,3,0,0,13,0
70,3,4,0,1199,3,3,2,1,14,0
26,0,0,0,1502,3,1,1,0,9,0
103,2,0,0,2565,5,1,2,0,3,0
61,2,0,1,874,1,4,0,1,10,0
108,1,0,2,2633,3,4,0,0,5,0
108,0,0,0,4764,5,2,2,1,17,0
50,1,2,2,2772,4,3,1,0,22,1
53,0,1,2,1340,4,3,2,0,9,0
99,2,1,0,3529,3,1,0,0,5,0
75,2,0,1,1079,1,4,0,1,12,0
80,2,1,2,2048,2,3,2,0,9,0
90,2,2,2,3726,4,3,2,1,11,0
113,2,1,1,1150,1,4,1,1,2,1
113,2,0,2,1292,4,4,1,0,13,0
34,0,4,2,909,4,3,2,0,4,0
33,2,1,2,1311,2,4,1,1,18,1
100,3,2,0,4376,4,1,2,0,7,0
13,0,0,2,778,2,3,1,1,3,0
27,0,1,0,957,1,1,0,0,13,0
59,2,1,2,2527,5,4,2,1,4,1
41,0,3,2,804,1,2,1,0,14,1
68,1,2,0,5369,5,1,2,1,13,0
80,1,0,1,2329,4,3,1,0,14,0
12,0,2,0,2354,3,1,2,0,12,0
71,0,0,2,401,1,2,2,1,3,1
98,3,2,0,815,5,2,0,0,7,1
115,1,1,0,1763,5,2,1,1,14,1
20,2,0,1,2378,2,3,0,0,2,0
96,0,4,0,1211,4,2,1,1,7,0
42,2,2,0,2828,3,3,2,1,13,0
34,3,0,0,665,1,1,1,1,14,0
119,3,4,0,1005,1,1,1,1,18,0
35,1,0,2,2160,2,3,0,0,12,1
60,1,1,1,1012,1,3,2,0,13,1
85,3,3,0,1329,3,2,1,1,17,1
96,0,0,2,5965,5,2,2,0,1,0
71,0,0,2,993,1,4,2,0,4,1
59,3,3,2,513,1,2,2,0,1,1
79,1,0,0,1034,2,1,2,1,21,0
25,0,4,2,1790,3,2,2,1,5,0
73,0,0,1,307,5,3,2,1,13,0
106,3,2,0,3398,3,3,0,0,10,0
49,1,0,0,745,5,2,2,0,18,1
69,0,1,2,360,1,3,1,1,1,0
31,0,4,1,606,1,4,2,0,5,0
13,2,3,0,3390,3,1,0,1,2,0
103,0,2,0,5511,5,3,2,0,15,0
18,3,1,0,1710,2,2,1,0,9,0
93,3,0,0,723,1,1,1,1,16,0
82,2,0,0,4269,4,1,0,1,16,1
74,3,2,0,1089,1,3,0,0,13,0
37,1,0,2,3772,4,4,2,1,8,0
26,0,1,1,3093,3,4,1,0,8,1
88,3,2,0,1232,5,1,2,0,8,0
112,3,0,1,3991,4,4,1,1,18,1
84,0,0,1,576,3,5,0,0,1,1
108,3,0,2,2981,3,2,0,0,2,0
86,1,2,2,4981,5,2,1,1,24,1
66,1,0,0,1752,5,3,0,0,17,0
22,0,0,1,4672,4,3,2,0,11,0
80,1,1,1,688,1,3,2,0,19,0
32,3,2,0,3482,4,2,1,0,15,0
51,3,1,0,1063,2,3,1,0,4,1
38,0,0,0,1120,2,1,2,0,15,0
41,3,0,1,2007,4,4,2,1,4,1
103,1,1,0,452,1,3,0,0,19,0
109,3,4,0,2109,3,1,1,1,6,0
33,3,0,1,4450,5,5,2,0,2,1
97,3,3,0,3956,5,2,0,1,10,0
88,3,4,0,679,1,2,2,1,4,0
50,3,0,0,5740,5,3,0,0,0,0
75,3,2,0,1417,2,1,1,1,15,0
45,0,1,1,615,4,3,1,0,1,0
68,1,4,0,605,1,2,1,1,13,0
35,3,0,2,3958,4,2,1,1,9,0
105,3,1,0,397,2,1,2,0,2,0
12,2,0,1,500,1,4,0,1,1,1
114,0,0,1,4719,4,3,2,1,0,0
11,1,4,1,757,4,5,0,0,12,1
29,2,0,2,1366,2,3,2,0,4,0
79,0,4,0,2633,5,1,1,1,2,0
13,0,0,1,4053,5,3,0,1,2,1
17,3,4,0,2797,5,1,1,1,0,0
61,3,4,0,3029,4,1,1,1,1,1
29,3,4,0,523,1,3,0,1,4,0
16,3,0,2,2860,3,3,2,1,13,0
58,3,2,1,2232,5,4,2,1,16,1
11,0,0,2,721,1,4,1,0,16,0
22,1,2,2,1012,1,4,0,1,19,1
118,3,1,0,1736,2,3,1,0,16,0
53,3,3,1,431,1,5,2,1,18,0
104,1,1,2,1504,4,3,1,1,7,0
25,2,4,1,1056,3,3,0,0,4,0
76,2,4,0,1978,2,3,2,1,14,0
29,2,0,0,367,1,2,1,0,5,1
66,2,0,0,905,2,2,1,0,11,0
40,0,1,0,1654,2,1,2,1,5,0
98,0,4,1,1830,2,4,0,0,0,0
33,3,0,1,5138,5,3,1,1,3,0
108,1,1,0,1140,1,1,2,0,5,0
119,3,0,1,1865,3,5,0,1,6,1
24,0,4,1,737,1,5,2,0,11,1
95,0,4,0,1695,2,3,0,1,5,0
40,0,0,0,4399,5,2,2,0,16,0
118,0,1,2,1236,3,3,2,1,3,0
42,0,0,0,1661,4,1,0,0,10,0
15,0,1,2,3349,5,3,1,0,13,0
117,2,1,2,746,1,4,1,1,2,1
88,3,0,0,1713,2,1,1,0,2,0
102,0,0,0,4117,4,3,2,0,8,0
107,1,0,2,2095,2,2,2,1,19,1
28,0,0,2,1764,4,4,1,0,12,1
97,3,1,2,4429,5,4,1,1,9,1
115,2,3,0,1809,2,3,0,0,15,0
45,3,3,0,2664,3,3,0,0,4,0
29,0,3,2,789,2,4,0,0,5,0
19,2,1,2,2500,3,3,2,0,8,0
106,0,1,0,2231,3,1,0,1,5,0
29,3,0,2,691,1,4,1,0,3,0
32,2,1,1,3044,5,5,0,0,13,0
46,0,4,0,451,3,3,1,0,14,1
57,1,2,1,429,1,5,2,1,12,1
10,2,1,0,3889,4,2,2,0,10,1
43,3,0,0,521,1,3,2,1,10,0
117,3,2,0,1112,1,3,2,1,0,0
108,0,0,0,4333,5,1,2,0,6,1
70,3,0,0,554,1,2,2,0,10,0
60,3,4,2,1705,2,3,1,1,18,0
62,3,0,1,4553,5,5,0,0,5,1
99,3,4,0,934,1,2,1,0,2,0
86,2,0,0,2118,2,3,0,0,15,0
110,0,0,1,2386,2,3,2,0,1,0
75,3,0,2,301,1,3,2,0,15,0
75,3,2,0,4044,5,2,1,1,15,1
81,3,4,0,496,1,1,1,1,13,0
104,2,4,0,1021,1,3,2,1,16,0
46,3,0,2,4315,5,2,0,1,8,1
95,1,1,0,1889,3,1,1,0,21,1
50,3,0,0,2266,2,3,2,1,5,1
98,3,3,0,2608,4,3,2,0,4,1
29,2,1,0,2431,4,1,2,0,7,1
100,3,0,1,2795,4,5,2,1,9,0
64,0,0,0,3445,5,1,0,1,16,0
105,0,1,1,2141,4,3,2,0,3,1
114,1,0,2,1241,2,4,0,1,22,1
75,0,4,0,734,1,1,1,1,18,0
104,2,4,2,3572,4,3,2,0,3,0
26,1,0,2,1450,2,2,0,1,21,0
27,3,1,1,4113,5,5,2,1,11,0
84,3,1,0,3071,3,3,0,1,8,0
104,3,1,0,2985,4,1,2,1,6,0
70,0,4,0,984,1,2,2,0,5,0
49,0,2,0,380,1,3,1,0,1,0
95,0,0,0,2216,4,3,2,0,16,1
87,2,4,0,2694,4,2,1,0,2,0
66,0,0,1,2844,5,5,2,0,14,0
91,2,0,2,669,1,2,2,0,4,0
110,0,0,1,2817,5,3,1,0,3,0
65,2,0,2,872,2,2,2,1,1,0
58,1,0,2,2060,2,4,0,1,18,1
70,3,0,2,4375,4,2,2,0,17,0
119,0,2,2,1171,1,4,2,0,0,1
16,3,0,0,494,1,2,0,1,9,0
39,0,0,2,630,5,3,0,0,4,0
104,3,0,0,716,1,2,2,1,7,0
102,0,4,0,1467,3,3,0,1,2,0
30,0,2,1,4033,4,5,0,1,18,1
29,3,0,0,4702,4,2,2,0,10,0
46,2,4,0,956,5,1,1,0,9,0
67,3,1,0,673,1,2,0,1,17,1
81,3,0,1,1611,2,5,1,1,13,1
25,1,0,0,363,1,3,2,1,22,0
30,3,3,0,3476,3,2,0,0,11,1
70,1,2,2,1236,2,2,0,1,17,0
56,2,4,0,529,2,2,2,0,2,0
92,0,3,0,2855,3,1,2,0,17,0
10,0,1,1,1083,5,4,1,0,2,0
100,2,0,0,1193,1,3,1,1,5,0
101,3,4,2,784,1,4,1,0,1,0
113,3,4,0,595,1,1,2,1,8,0
112,3,4,1,1089,4,4,1,1,0,0
