time_spent_sec,page_stage,device_type,delivery_zone,cart_value,cart_items_count,delivery_eta_days,coupon_status,is_returning_user,idle_seconds,abandoned
87,product,android,metro,714,1,2,none,0,2,0
85,checkout,iphone,remote,433,4,3,applied,1,16,1
60,home,windows,remote,3390,3,3,none,0,5,0
24,product,iphone,tier2,1720,5,2,none,1,10,0
46,cart,iphone,metro,501,5,2,none,1,14,0
88,checkout,windows,metro,1572,4,3,none,0,23,0
41,cart,iphone,metro,4345,4,2,none,1,0,0
65,cart,macbook,tier2,696,2,2,available,1,14,0
17,product,macbook,remote,4590,5,4,none,1,7,1
78,home,android,tier2,3023,5,4,none,0,9,1
108,cart,android,metro,1431,3,1,none,1,12,0
112,home,android,remote,4136,4,5,none,1,11,0
58,cart,macbook,metro,1427,3,2,applied,0,12,0
66,cart,android,tier2,3302,4,4,available,0,17,0
34,checkout,android,metro,4331,4,2,none,1,14,1
78,checkout,windows,tier2,905,2,3,none,0,9,1
34,home,android,tier2,1451,5,3,available,1,5,1
39,product,iphone,tier2,2632,3,2,available,0,11,1
101,cart,android,remote,2773,3,3,none,1,6,0
37,product,android,metro,3594,5,2,available,1,3,1
57,checkout,android,metro,1186,2,3,available,0,25,1
58,checkout,android,tier2,2102,2,2,available,0,17,1
64,product,windows,metro,825,4,3,none,0,15,1
31,product,android,metro,794,1,2,available,0,0,0
120,cart,windows,tier2,444,4,4,none,1,13,0
46,cart,android,tier2,3220,3,4,available,1,13,0
83,checkout,iphone,tier2,898,1,3,applied,1,13,0
26,product,windows,metro,1069,5,3,available,0,6,1
37,cart,windows,tier2,1493,2,4,none,1,15,0
85,cart,iphone,remote,1376,2,4,applied,0,1,0
50,cart,android,metro,514,3,3,available,1,8,1
21,home,iphone,remote,595,2,3,applied,0,3,0
42,product,android,tier2,4423,5,3,applied,1,5,0
10,checkout,android,metro,2471,3,3,applied,1,13,0
106,product,iphone,metro,2358,5,1,none,0,5,0
98,cart,iphone,tier2,3503,3,2,applied,0,18,0
68,checkout,windows,tier2,484,1,3,applied,0,17,1
66,home,iphone,metro,594,2,3,applied,0,15,0
94,checkout,macbook,remote,974,1,4,none,0,15,1
38,home,tablet,tier2,404,2,2,available,1,10,0
73,product,android,metro,4116,4,2,available,1,5,1
63,product,android,tier2,2195,5,2,applied,1,18,0
67,product,iphone,tier2,755,1,2,none,0,1,0
78,checkout,iphone,remote,861,1,3,none,0,6,1
58,cart,iphone,metro,1957,2,3,applied,1,18,0
36,checkout,android,metro,1573,2,3,applied,0,24,1
50,cart,iphone,metro,3747,4,2,applied,0,17,0
21,home,android,remote,943,1,3,applied,1,0,0
109,checkout,android,metro,2784,3,3,none,0,16,0
30,home,windows,metro,4234,4,1,none,0,2,0
11,cart,macbook,tier2,494,1,4,available,1,16,0
58,checkout,android,tier2,1456,2,3,none,0,8,1
89,cart,iphone,remote,618,3,4,applied,1,13,0
40,cart,macbook,tier2,2884,3,3,available,0,3,1
18,product,windows,metro,2762,3,1,none,1,4,0
75,cart,tablet,metro,3437,5,2,none,0,5,0
96,cart,macbook,remote,1582,5,3,applied,0,2,0
69,checkout,windows,tier2,660,1,3,none,0,9,1
10,product,android,tier2,4673,4,4,applied,0,1,1
101,cart,windows,tier2,597,1,4,none,0,16,0
81,home,android,metro,943,1,2,applied,0,2,0
36,cart,android,metro,1453,2,2,none,1,17,0
52,checkout,android,remote,1807,2,4,none,1,19,1
18,checkout,iphone,tier2,1003,1,3,available,1,15,0
66,product,windows,remote,831,4,5,available,1,16,0
43,product,iphone,metro,2165,3,1,applied,1,17,1
65,cart,android,metro,1743,3,3,available,1,3,0
89,checkout,iphone,remote,844,1,5,none,1,8,1
71,product,windows,tier2,4701,4,3,applied,0,13,0
101,checkout,android,tier2,1264,2,2,none,1,17,0
32,home,windows,metro,1689,3,2,none,0,3,0
17,checkout,windows,metro,4940,5,1,none,1,19,0
118,cart,macbook,tier2,1440,2,4,none,0,13,0
74,checkout,android,metro,2638,3,3,none,0,11,0
67,home,iphone,metro,2580,4,2,applied,0,5,1
62,product,iphone,metro,1190,1,3,none,0,13,0
74,checkout,iphone,metro,984,2,1,none,1,6,1
120,checkout,tablet,remote,898,1,4,available,0,10,0
60,product,android,metro,2276,2,3,available,0,5,0
81,product,windows,metro,426,1,3,applied,0,9,0
55,cart,android,metro,1243,2,3,available,0,3,0
79,cart,iphone,metro,2225,5,1,available,0,1,1
88,product,windows,tier2,707,3,3,none,0,2,1
106,cart,iphone,metro,314,1,2,none,0,8,1
55,home,android,metro,2257,2,2,none,0,17,0
42,home,android,tier2,1985,4,3,available,1,14,0
108,product,android,remote,1471,2,4,available,0,1,0
76,cart,iphone,metro,1259,3,3,none,1,13,0
107,cart,android,tier2,1280,4,4,applied,0,3,1
20,cart,iphone,tier2,1689,4,4,available,0,5,1
35,cart,android,tier2,1125,1,4,applied,1,18,0
16,checkout,android,metro,2142,5,2,applied,0,6,0
79,home,android,remote,485,1,5,available,1,8,0
27,cart,android,metro,2400,3,3,available,0,18,1
80,home,android,metro,570,3,1,applied,0,15,0
120,product,android,tier2,2922,5,4,none,0,9,0
119,cart,android,metro,2032,3,2,none,1,2,1
74,home,iphone,tier2,3216,4,3,applied,1,11,0
45,checkout,windows,metro,1197,2,2,none,0,13,0
91,cart,android,metro,350,3,1,applied,0,17,1
96,cart,android,metro,1863,2,1,none,1,5,0
64,home,android,metro,326,3,2,none,0,15,1
120,product,android,metro,405,1,1,available,0,17,0
111,cart,iphone,tier2,5129,5,3,applied,0,4,1
62,product,iphone,remote,800,1,3,available,0,2,0
34,checkout,macbook,remote,1270,2,5,available,0,21,1
92,home,android,metro,364,1,2,none,1,14,0
51,product,android,tier2,3071,5,3,none,1,14,1
45,cart,android,remote,2825,4,3,available,1,15,0
100,product,iphone,remote,4879,5,3,none,1,1,1
85,product,macbook,metro,358,4,1,available,0,14,1
117,product,iphone,metro,4407,5,3,none,0,10,0
28,checkout,iphone,metro,3560,4,3,available,1,7,0
20,checkout,windows,tier2,391,1,2,available,1,6,0
104,checkout,android,tier2,956,4,3,applied,1,11,1
48,home,iphone,metro,821,1,3,applied,0,14,1
81,home,android,metro,2135,2,1,none,1,0,0
62,product,windows,metro,1849,3,3,available,0,18,1
10,home,iphone,metro,5281,5,3,none,0,7,0
22,product,android,tier2,2362,5,2,none,0,11,0
75,home,macbook,remote,3103,5,5,applied,0,8,1
64,cart,android,metro,1344,3,3,none,1,4,0
116,cart,android,metro,1513,3,2,applied,1,5,0
95,cart,iphone,remote,331,3,5,applied,1,4,0
18,cart,iphone,metro,617,1,2,none,0,3,0
89,home,iphone,remote,924,1,3,applied,1,5,0
90,product,android,metro,1426,4,1,none,1,6,0
17,product,iphone,tier2,1220,5,3,available,1,3,0
34,product,android,remote,5119,5,4,available,1,6,0
77,checkout,macbook,tier2,4398,4,3,none,1,13,1
10,cart,android,metro,706,5,2,none,0,17,0
84,product,iphone,metro,915,1,3,none,0,15,0
75,cart,iphone,tier2,1512,2,3,applied,1,12,0
112,home,macbook,metro,4540,4,1,none,0,16,0
85,home,android,remote,979,1,5,none,1,11,0
108,product,windows,tier2,4231,5,3,available,1,18,0
80,cart,android,tier2,3892,4,3,available,0,0,1
84,product,android,metro,622,1,3,available,0,6,0
83,cart,android,metro,1179,1,2,applied,0,11,0
120,product,android,metro,2008,2,2,applied,1,0,0
66,product,android,metro,427,2,2,available,1,6,0
74,product,iphone,tier2,1409,4,2,none,0,15,0
44,home,iphone,remote,582,3,3,applied,0,12,0
113,product,windows,metro,2141,3,2,available,0,14,0
40,product,iphone,metro,558,1,2,available,0,14,0
116,home,windows,metro,2881,4,2,available,0,7,0
117,product,android,metro,3536,4,1,applied,0,14,1
73,product,iphone,metro,463,5,3,none,0,17,1
36,checkout,macbook,tier2,627,1,3,none,1,22,1
29,product,iphone,tier2,3349,5,2,none,1,12,1
43,cart,android,metro,3488,3,2,none,1,18,1
68,checkout,macbook,metro,2322,2,3,available,1,25,1
78,home,windows,metro,2632,3,1,none,1,9,1
83,product,iphone,metro,335,1,2,applied,0,14,0
110,home,iphone,remote,5501,5,5,available,1,7,1
54,checkout,tablet,remote,1409,5,5,available,0,23,1
56,cart,windows,remote,1713,3,5,available,1,5,1
90,product,windows,tier2,1986,2,3,none,0,4,0
57,cart,android,remote,687,3,3,applied,0,13,0
107,cart,windows,tier2,5599,5,4,applied,1,15,0
44,cart,iphone,metro,1175,3,1,none,0,1,1
14,product,windows,tier2,668,2,3,none,0,18,1
20,product,windows,tier2,2038,2,2,none,0,18,1
11,home,android,tier2,3563,4,2,none,0,1,1
71,product,iphone,metro,2364,3,1,available,1,18,0
72,product,android,metro,1542,2,3,available,1,13,0
92,checkout,iphone,metro,4533,4,3,applied,0,19,0
59,checkout,iphone,tier2,1528,2,2,none,1,23,0
42,checkout,android,tier2,317,2,2,none,0,6,0
113,product,iphone,metro,1402,4,3,none,1,13,0
19,checkout,iphone,tier2,2357,3,3,available,1,20,1
105,home,windows,metro,4626,4,1,none,0,16,0
62,product,android,remote,1353,2,3,applied,0,0,0
35,checkout,android,tier2,5291,5,3,applied,1,21,1
52,cart,windows,metro,4206,5,3,none,0,12,1
80,product,windows,metro,638,3,1,none,1,13,0
41,product,iphone,metro,3301,5,2,none,0,2,0
80,product,android,metro,1875,2,2,available,0,16,0
63,home,iphone,remote,3204,4,5,none,0,16,1
119,product,tablet,metro,1545,3,2,none,1,6,0
116,product,iphone,remote,5924,5,4,none,1,18,1
26,cart,android,remote,2137,2,4,available,1,18,1
31,home,android,remote,937,1,3,none,0,11,0
63,cart,android,tier2,3072,3,3,available,0,0,0
88,home,android,tier2,4613,5,2,applied,1,3,0
63,home,iphone,tier2,5724,5,2,none,1,4,0
87,home,android,tier2,3589,4,3,none,1,5,1
64,cart,windows,remote,348,2,5,applied,0,6,0
41,product,android,metro,3228,3,2,none,0,12,0
90,home,iphone,tier2,761,2,3,available,1,6,0
111,product,windows,metro,1952,2,3,none,1,3,0
20,product,android,metro,2533,5,1,none,1,7,0
22,checkout,android,metro,2951,4,2,applied,0,22,0
28,cart,android,tier2,2002,3,2,applied,1,14,0
29,product,iphone,tier2,3759,4,4,none,0,3,0
55,home,android,metro,3098,3,2,none,0,14,0
88,product,windows,remote,945,1,4,none,1,1,1
12,checkout,iphone,metro,1410,3,2,available,0,10,1
12,home,iphone,metro,3569,3,3,available,0,16,0
23,checkout,android,tier2,5704,5,3,applied,1,6,0
98,checkout,iphone,metro,478,4,3,none,1,5,0
79,product,iphone,metro,2941,4,1,none,1,14,1
73,product,android,tier2,1032,1,4,none,0,12,1
101,checkout,windows,metro,786,1,3,available,0,9,0
108,cart,windows,metro,703,2,3,available,1,4,0
116,cart,windows,tier2,991,1,2,none,1,4,0
118,home,iphone,metro,5653,5,1,none,0,5,1
10,home,iphone,tier2,737,1,3,applied,0,15,0
93,product,macbook,metro,784,5,2,available,1,1,0
88,cart,windows,tier2,4121,5,3,none,1,8,0
94,product,iphone,metro,458,1,3,available,1,8,0
99,product,tablet,metro,666,1,2,applied,1,9,0
52,cart,iphone,remote,2701,3,5,none,1,3,0
46,product,android,metro,1377,3,1,none,1,2,0
13,product,iphone,metro,1157,1,1,applied,1,5,0
118,product,android,metro,3392,4,1,none,0,9,0
110,home,iphone,metro,825,1,1,available,1,12,0
93,checkout,iphone,metro,1117,2,2,available,1,16,0
119,checkout,android,tier2,1118,1,2,none,0,17,1
101,checkout,iphone,metro,3797,5,2,available,0,22,1
23,cart,iphone,tier2,5289,5,2,applied,0,14,0
36,checkout,android,tier2,303,1,2,applied,0,16,0
60,cart,iphone,tier2,1223,3,4,available,1,12,0
26,product,android,tier2,1018,1,3,available,0,4,0
50,checkout,iphone,tier2,1375,4,3,none,1,17,0
74,home,android,remote,741,1,3,none,0,2,0
70,checkout,windows,remote,710,1,4,applied,0,16,1
64,product,android,remote,2598,4,4,applied,1,5,0
80,home,windows,tier2,2702,3,3,available,0,16,1
52,checkout,android,remote,696,3,4,available,0,24,0
61,cart,android,tier2,2736,5,2,applied,1,15,0
73,checkout,windows,metro,1139,2,1,none,0,23,0
48,cart,iphone,tier2,876,2,2,none,0,18,0
99,checkout,android,metro,801,1,1,applied,0,12,0
93,checkout,windows,metro,918,1,3,none,0,8,1
115,home,iphone,metro,1007,1,1,available,1,8,0
56,product,tablet,tier2,836,2,2,none,0,4,0
69,home,android,tier2,5914,5,2,none,1,15,1
108,product,windows,tier2,1104,2,3,none,1,2,0
57,product,android,remote,922,2,4,none,0,10,0
114,product,android,metro,1582,3,2,available,0,12,0
48,home,iphone,metro,601,4,3,none,1,4,0
43,checkout,android,metro,406,4,3,none,1,13,0
116,product,tablet,metro,3563,3,1,available,0,15,1
44,home,macbook,tier2,554,2,4,available,0,11,1
25,product,android,tier2,3283,5,3,available,1,12,1
42,product,iphone,metro,2067,3,3,available,0,3,0
81,home,windows,tier2,1762,3,2,none,1,14,0
21,home,android,metro,1077,2,2,none,0,1,0
62,checkout,windows,metro,1050,2,1,applied,0,15,0
16,home,iphone,metro,2249,2,2,none,1,10,0
96,home,windows,remote,4537,5,4,applied,0,6,0
101,product,iphone,metro,3499,5,2,available,1,14,0
97,checkout,macbook,metro,413,2,3,applied,1,5,0
17,cart,windows,tier2,1113,2,4,none,1,6,1
100,product,android,metro,706,2,2,applied,1,18,0
75,home,windows,tier2,1191,3,3,applied,0,4,0
33,product,android,metro,1139,2,3,none,1,16,0
101,product,android,tier2,721,2,3,none,0,14,0
82,product,windows,metro,737,2,1,applied,0,11,0
89,checkout,windows,metro,1045,2,2,applied,1,12,1
109,home,android,metro,1993,5,1,available,1,18,0
63,cart,windows,metro,4643,5,3,available,0,15,0
80,checkout,android,tier2,3097,4,4,none,1,8,1
96,product,android,tier2,314,4,4,none,1,16,0
79,cart,iphone,tier2,5253,5,3,none,0,0,0
38,home,android,tier2,714,1,2,none,0,13,0
13,checkout,android,tier2,581,1,2,applied,0,7,1
31,checkout,iphone,metro,2148,2,3,none,1,10,0
113,cart,android,tier2,1754,5,2,none,0,12,0
115,cart,windows,remote,4054,4,5,none,1,11,1
62,home,iphone,tier2,564,1,3,applied,0,16,0
103,cart,android,tier2,3108,3,4,available,0,4,0
50,checkout,macbook,tier2,700,1,4,applied,1,13,1
67,cart,macbook,metro,2155,4,3,none,1,4,0
116,product,windows,tier2,315,2,2,available,0,15,0
38,home,iphone,metro,1291,3,2,none,0,7,1
93,checkout,windows,metro,441,4,2,none,1,25,1
112,product,android,metro,541,2,2,none,1,9,0
108,home,android,metro,708,3,1,applied,0,0,0
45,product,windows,tier2,1676,3,4,none,0,12,1
47,cart,windows,metro,2777,4,1,none,1,6,0
69,cart,android,metro,746,3,2,none,1,4,0
114,checkout,android,metro,2400,3,1,available,1,5,0
29,checkout,android,remote,667,5,3,none,1,24,1
13,checkout,windows,tier2,770,1,4,available,0,12,1
67,product,iphone,tier2,4737,5,4,applied,1,8,1
113,product,android,remote,3348,5,3,none,1,0,1
60,cart,android,metro,387,3,3,applied,1,1,0
10,product,iphone,tier2,771,1,2,none,1,15,1
95,cart,android,remote,3071,4,4,applied,1,15,0
120,home,android,remote,828,2,3,none,0,13,0
82,cart,iphone,metro,1374,5,3,none,0,4,0
100,home,android,remote,496,4,4,applied,1,4,0
40,cart,windows,remote,849,1,5,none,1,9,1
87,home,windows,tier2,1872,5,3,none,1,11,0
97,cart,windows,metro,2470,5,1,none,0,8,0
117,home,windows,metro,1934,4,1,available,0,18,0
109,checkout,android,remote,3226,5,3,none,0,25,1
60,checkout,android,tier2,1694,2,4,available,0,18,1
51,cart,iphone,remote,2502,4,4,available,0,13,0
62,cart,windows,remote,2282,2,5,applied,1,7,0
114,product,iphone,metro,3338,4,1,available,0,18,1
16,checkout,tablet,tier2,986,1,3,none,1,5,0
38,checkout,iphone,remote,3400,4,3,applied,0,5,1
116,product,iphone,tier2,2029,2,3,available,1,15,0
107,product,android,tier2,679,5,3,none,0,5,0
104,cart,android,tier2,628,2,2,applied,1,8,0
13,product,macbook,tier2,3196,4,2,none,0,15,1
38,cart,android,metro,622,3,2,available,1,17,0
44,home,android,metro,2183,3,2,available,0,18,0
40,checkout,android,tier2,3539,4,3,applied,1,16,1
84,cart,android,tier2,1818,2,2,applied,1,6,0
42,cart,android,tier2,1805,2,3,applied,0,13,0
120,product,macbook,metro,3657,4,1,none,1,18,0
23,cart,android,metro,465,3,2,applied,0,11,0
10,product,iphone,metro,1680,4,1,none,1,1,0
111,cart,tablet,metro,1372,2,3,none,0,13,0
61,checkout,windows,remote,2335,2,4,available,0,24,1
89,product,android,metro,988,5,1,none,0,8,0
43,home,android,metro,4198,4,3,available,1,12,1
57,product,windows,tier2,772,1,3,applied,1,10,0
39,product,macbook,tier2,3029,5,4,none,1,15,1
36,product,iphone,metro,325,3,3,applied,1,7,0
21,cart,windows,tier2,2837,4,2,available,1,6,0
21,cart,android,metro,1690,2,1,none,0,0,0
113,product,android,metro,4671,4,3,available,1,4,0
39,product,iphone,tier2,1921,2,2,applied,0,13,0
86,cart,android,tier2,1083,2,2,available,0,17,0
18,cart,windows,tier2,752,1,4,none,1,5,1
40,cart,windows,tier2,831,2,3,none,0,4,0
91,checkout,iphone,tier2,1156,4,4,applied,1,7,0
68,cart,iphone,metro,475,1,1,available,1,17,1
25,product,windows,metro,1073,3,2,applied,0,16,0
39,cart,android,tier2,2558,4,3,applied,0,11,1
46,product,android,remote,625,1,5,applied,0,9,1
41,home,iphone,metro,3104,3,2,available,0,12,1
97,cart,windows,remote,1238,2,3,none,0,13,1
111,home,android,tier2,1717,3,2,applied,1,2,0
111,checkout,android,remote,1836,2,4,applied,0,24,1
108,checkout,iphone,remote,2160,2,3,available,0,16,1
90,product,macbook,metro,2303,3,2,applied,1,8,0
84,cart,android,remote,2808,5,5,none,1,11,0
90,product,iphone,tier2,3477,4,3,applied,0,5,0
79,home,windows,tier2,1010,1,2,none,0,3,0
114,product,android,remote,1799,2,3,none,0,18,0
18,product,android,metro,1776,5,3,available,1,2,0
65,home,tablet,metro,465,2,2,applied,1,1,0
47,product,android,tier2,2019,4,4,none,0,7,1
42,product,android,tier2,5218,5,3,applied,0,1,0
69,cart,iphone,tier2,3766,5,4,applied,1,4,1
83,product,android,metro,2697,3,2,applied,0,10,0
62,product,tablet,metro,4775,4,3,none,0,12,0
14,product,tablet,metro,1514,3,2,none,0,2,0
69,cart,windows,tier2,493,1,3,applied,0,0,0
73,home,android,remote,3301,5,5,none,0,16,1
44,product,iphone,remote,5104,5,4,applied,1,7,0
71,checkout,android,remote,4245,4,5,available,1,23,1
52,product,iphone,metro,1644,3,3,applied,1,12,0
98,product,android,tier2,4317,4,3,applied,1,11,1
30,home,android,tier2,3950,5,2,none,1,7,1
51,checkout,android,metro,622,1,3,available,0,9,0
96,checkout,windows,metro,1225,3,2,none,0,22,0
39,cart,android,tier2,1870,2,4,available,1,14,0
47,cart,android,metro,2133,2,1,none,1,5,0
85,cart,android,remote,1435,3,4,applied,1,3,1
36,product,windows,metro,3527,3,1,available,0,3,0
83,product,macbook,metro,1035,2,3,none,0,17,0
40,checkout,iphone,remote,434,3,5,applied,1,16,1
51,home,iphone,tier2,1865,4,3,applied,0,9,0
66,checkout,iphone,tier2,525,1,4,applied,1,6,0
33,cart,android,remote,2913,3,4,none,0,15,1
36,checkout,android,remote,1310,5,3,available,1,10,1
51,product,android,tier2,3552,4,3,available,0,2,0
86,cart,windows,tier2,2451,3,3,none,1,9,0
107,product,android,tier2,2077,3,2,none,0,1,0
61,home,windows,metro,831,3,1,applied,0,15,0
39,product,iphone,metro,1570,4,2,none,1,14,0
30,product,iphone,metro,464,2,2,none,1,9,0
55,cart,macbook,metro,881,3,1,none,1,2,0
89,cart,android,metro,703,4,2,available,1,9,0
92,cart,windows,tier2,4220,4,4,none,1,3,1
61,home,macbook,metro,647,1,1,none,1,5,0
87,product,android,metro,676,3,3,available,0,5,0
21,home,windows,metro,442,2,1,applied,1,7,0
69,home,windows,metro,742,3,2,none,1,2,0
65,cart,windows,metro,5261,5,1,applied,1,2,0
47,checkout,android,metro,405,3,2,available,0,7,0
32,checkout,iphone,tier2,3309,3,3,available,1,18,1
64,product,macbook,tier2,3471,5,2,none,1,2,0
67,cart,iphone,tier2,1142,1,2,applied,0,15,1
43,home,android,tier2,1255,5,4,available,0,6,0
116,cart,windows,metro,5676,5,1,none,1,8,0
47,product,macbook,tier2,765,2,2,available,1,0,0
80,product,iphone,metro,1108,1,3,available,1,4,0
81,cart,android,tier2,1132,5,3,applied,1,15,0
48,cart,android,remote,1351,3,5,applied,0,0,0
80,checkout,iphone,metro,2280,3,2,available,0,10,0
85,home,android,metro,1936,3,1,none,0,1,0
20,home,iphone,tier2,753,1,3,applied,1,13,0
36,product,android,metro,2841,4,3,none,1,15,1
115,cart,iphone,metro,698,1,3,none,1,16,0
70,product,android,tier2,859,2,4,available,1,6,0
74,cart,windows,remote,3007,5,4,none,0,8,1
73,cart,macbook,remote,2246,2,5,available,1,0,0
30,cart,iphone,remote,860,1,5,applied,0,2,0
48,product,android,tier2,2968,3,2,applied,0,2,0
15,product,android,metro,1615,2,2,none,1,13,0
44,product,iphone,tier2,1793,2,2,applied,0,17,0
114,checkout,android,tier2,773,3,2,applied,1,10,0
63,product,android,metro,4240,5,1,none,0,5,1
109,product,windows,metro,5901,5,1,none,1,7,0
50,product,windows,metro,1306,2,2,none,0,15,0
18,checkout,android,tier2,5243,5,2,available,0,10,1
114,product,android,tier2,3914,5,4,available,1,10,1
56,home,android,metro,1102,4,1,none,1,9,0
64,cart,android,remote,938,3,3,applied,1,2,0
10,product,iphone,tier2,1694,2,3,available,1,7,0
54,home,macbook,metro,4559,4,3,applied,1,4,1
96,home,iphone,tier2,3657,4,4,applied,0,0,0
62,product,iphone,tier2,2828,3,3,applied,1,8,0
52,home,iphone,tier2,529,1,2,none,1,8,0
19,product,iphone,metro,716,2,3,available,0,8,0
41,product,iphone,tier2,692,5,2,applied,0,0,0
49,home,iphone,tier2,814,4,4,none,0,1,0
70,home,windows,remote,596,4,3,none,0,6,0
29,product,android,tier2,2755,4,4,applied,1,2,0
39,product,macbook,metro,1361,3,3,applied,1,17,0
101,checkout,iphone,metro,939,1,3,applied,0,20,0
36,product,android,metro,335,2,1,available,1,0,0
11,product,iphone,tier2,804,1,4,available,1,17,1
17,checkout,tablet,metro,572,1,1,none,0,25,0
112,product,android,metro,2114,3,1,available,1,5,0
21,product,android,tier2,1017,1,3,applied,0,12,0
50,cart,iphone,remote,2843,5,4,applied,0,16,1
31,checkout,windows,metro,1197,3,1,available,0,22,0
64,product,android,remote,2161,5,4,none,1,10,1
107,product,android,remote,3414,3,3,none,1,7,1
113,product,iphone,remote,1519,3,3,applied,0,13,0
70,product,windows,metro,1199,3,3,none,1,14,0
26,cart,android,metro,1502,3,1,available,0,9,0
103,home,android,metro,2565,5,1,none,0,3,0
61,home,android,remote,874,1,4,applied,1,10,0
108,checkout,android,tier2,2633,3,4,applied,0,5,0
108,cart,android,metro,4764,5,2,none,1,17,0
50,checkout,macbook,tier2,2772,4,3,available,0,22,1
53,cart,iphone,tier2,1340,4,3,none,0,9,0
99,home,iphone,metro,3529,3,1,applied,0,5,0
75,home,android,remote,1079,1,4,applied,1,12,0
80,home,iphone,tier2,2048,2,3,none,0,9,0
90,home,macbook,tier2,3726,4,3,none,1,11,0
113,home,iphone,remote,1150,1,4,available,1,2,1
113,home,android,tier2,1292,4,4,available,0,13,0
34,cart,windows,tier2,909,4,3,none,0,4,0
33,home,iphone,tier2,1311,2,4,available,1,18,1
100,product,macbook,metro,4376,4,1,none,0,7,0
13,cart,android,tier2,778,2,3,available,1,3,0
27,cart,iphone,metro,957,1,1,applied,0,13,0
59,home,iphone,tier2,2527,5,4,none,1,4,1
41,cart,tablet,tier2,804,1,2,available,0,14,1
68,checkout,macbook,metro,5369,5,1,none,1,13,0
80,checkout,android,remote,2329,4,3,available,0,14,0
12,cart,macbook,metro,2354,3,1,none,0,12,0
71,cart,android,tier2,401,1,2,none,1,3,1
98,product,macbook,metro,815,5,2,applied,0,7,1
115,checkout,iphone,metro,1763,5,2,available,1,14,1
20,home,android,remote,2378,2,3,applied,0,2,0
96,cart,windows,metro,1211,4,2,available,1,7,0
42,home,macbook,metro,2828,3,3,none,1,13,0
34,product,android,metro,665,1,1,available,1,14,0
119,product,windows,metro,1005,1,1,available,1,18,0
35,checkout,android,tier2,2160,2,3,applied,0,12,1
60,checkout,iphone,remote,1012,1,3,none,0,13,1
85,product,tablet,metro,1329,3,2,available,1,17,1
96,cart,android,tier2,5965,5,2,none,0,1,0
71,cart,android,tier2,993,1,4,none,0,4,1
59,product,tablet,tier2,513,1,2,none,0,1,1
79,checkout,android,metro,1034,2,1,none,1,21,0
25,cart,windows,tier2,1790,3,2,none,1,5,0
73,cart,android,remote,307,5,3,none,1,13,0
106,product,macbook,metro,3398,3,3,applied,0,10,0
49,checkout,android,metro,745,5,2,none,0,18,1
69,cart,iphone,tier2,360,1,3,available,1,1,0
31,cart,windows,remote,606,1,4,none,0,5,0
13,home,tablet,metro,3390,3,1,applied,1,2,0
103,cart,macbook,metro,5511,5,3,none,0,15,0
18,product,iphone,metro,1710,2,2,available,0,9,0
93,product,android,metro,723,1,1,available,1,16,0
82,home,android,metro,4269,4,1,applied,1,16,1
74,product,macbook,metro,1089,1,3,applied,0,13,0
37,checkout,android,tier2,3772,4,4,none,1,8,0
26,cart,iphone,remote,3093,3,4,available,0,8,1
88,product,macbook,metro,1232,5,1,none,0,8,0
112,product,android,remote,3991,4,4,available,1,18,1
84,cart,android,remote,576,3,5,applied,0,1,1
108,product,android,tier2,2981,3,2,applied,0,2,0
86,checkout,macbook,tier2,4981,5,2,available,1,24,1
66,checkout,android,metro,1752,5,3,applied,0,17,0
22,cart,android,remote,4672,4,3,none,0,11,0
80,checkout,iphone,remote,688,1,3,none,0,19,0
32,product,macbook,metro,3482,4,2,available,0,15,0
51,product,iphone,metro,1063,2,3,available,0,4,1
38,cart,android,metro,1120,2,1,none,0,15,0
41,product,android,remote,2007,4,4,none,1,4,1
103,checkout,iphone,metro,452,1,3,applied,0,19,0
109,product,windows,metro,2109,3,1,available,1,6,0
33,product,android,remote,4450,5,5,none,0,2,1
97,product,tablet,metro,3956,5,2,applied,1,10,0
88,product,windows,metro,679,1,2,none,1,4,0
50,product,android,metro,5740,5,3,applied,0,0,0
75,product,macbook,metro,1417,2,1,available,1,15,0
45,cart,iphone,remote,615,4,3,available,0,1,0
68,checkout,windows,metro,605,1,2,available,1,13,0
35,product,android,tier2,3958,4,2,available,1,9,0
105,product,iphone,metro,397,2,1,none,0,2,0
12,home,android,remote,500,1,4,applied,1,1,1
114,cart,android,remote,4719,4,3,none,1,0,0
11,checkout,windows,remote,757,4,5,applied,0,12,1
29,home,android,tier2,1366,2,3,none,0,4,0
79,cart,windows,metro,2633,5,1,available,1,2,0
13,cart,android,remote,4053,5,3,applied,1,2,1
17,product,windows,metro,2797,5,1,available,1,0,0
61,product,windows,metro,3029,4,1,available,1,1,1
29,product,windows,metro,523,1,3,applied,1,4,0
16,product,android,tier2,2860,3,3,none,1,13,0
58,product,macbook,remote,2232,5,4,none,1,16,1
11,cart,android,tier2,721,1,4,available,0,16,0
22,checkout,macbook,tier2,1012,1,4,applied,1,19,1
118,product,iphone,metro,1736,2,3,available,0,16,0
53,product,tablet,remote,431,1,5,none,1,18,0
104,checkout,iphone,tier2,1504,4,3,available,1,7,0
25,home,windows,remote,1056,3,3,applied,0,4,0
76,home,windows,metro,1978,2,3,none,1,14,0
29,home,android,metro,367,1,2,available,0,5,1
66,home,android,metro,905,2,2,available,0,11,0
40,cart,iphone,metro,1654,2,1,none,1,5,0
